ID,sp_id,Order,Family,Genus,Species,AcceptedFamily_COL,AcceptedGenus_COL,AcceptedName_COL,Species_ph_Fritz,Species_ph_Upham,Notes,tax_id,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantOther,Vend_Vect_Fish_Unk,Vend_Vect_Fish_Unk_Ins_Scav,Fruit_Nect_Seed_Plant,Locomotion,BM_g,Diet_class,Diet_cat
509,M_431,Primates,Cercopithecidae,Presbytis,Presbytis comata,Cercopithecidae,Presbytis,Presbytis comata,Presbytis_comata,Presbytis_comata,ET,18125,0,0,0,0,0,0,40,0,40,20,0,0,100,Arboreal,6250,Herbivore,OmnHerbFrugSeed
510,M_432,Primates,Cercopithecidae,Presbytis,Presbytis femoralis,Cercopithecidae,Presbytis,Presbytis femoralis,Presbytis_femoralis,Presbytis_femoralis,ET,39801,0,0,0,0,0,0,40,0,40,20,0,0,100,Arboreal,7000,Herbivore,OmnHerbFrugSeed
511,M_433,Primates,Cercopithecidae,Presbytis,Presbytis frontata,Cercopithecidae,Presbytis,Presbytis frontata,Presbytis_frontata,Presbytis_frontata,ET,18127,0,0,0,0,0,0,40,0,40,20,0,0,100,Arboreal,6050,Herbivore,OmnHerbFrugSeed
512,M_434,Primates,Cercopithecidae,Presbytis,Presbytis hosei,Cercopithecidae,Presbytis,Presbytis hosei,Presbytis_hosei,Presbytis_hosei,ET,18128,0,0,0,0,0,0,40,0,40,20,0,0,100,Arboreal,6500,Herbivore,OmnHerbFrugSeed
513,M_435,Primates,Cercopithecidae,Presbytis,Presbytis natunae,Cercopithecidae,Presbytis,Presbytis natunae,Presbytis_natunae,Presbytis_natunae,ET,136500,0,0,0,0,0,0,40,0,40,20,0,0,100,Arboreal,6374.152,Herbivore,OmnHerbFrugSeed
514,M_436,Primates,Cercopithecidae,Presbytis,Presbytis potenziani,Cercopithecidae,Presbytis,Presbytis potenziani,Presbytis_potenziani,Presbytis_potenziani,ET,39815,0,0,0,0,0,0,40,0,40,20,0,0,100,Arboreal,6450,Herbivore,OmnHerbFrugSeed
515,M_437,Primates,Cercopithecidae,Presbytis,Presbytis rubicunda,Cercopithecidae,Presbytis,Presbytis rubicunda,Presbytis_rubicunda,Presbytis_rubicunda,ET,18131,0,0,0,0,0,0,40,0,40,20,0,0,100,Arboreal,6300,Herbivore,OmnHerbFrugSeed
516,M_438,Primates,Cercopithecidae,Presbytis,Presbytis siamensis,Cercopithecidae,Presbytis,Presbytis siamensis,Presbytis_siamensis,Presbytis_siamensis,ET,18134,0,0,0,0,0,0,50,0,30,20,0,0,100,Arboreal,5895.06,Herbivore,OmnHerbFrugSeed
517,M_439,Primates,Cercopithecidae,Presbytis,Presbytis thomasi,Cercopithecidae,Presbytis,Presbytis thomasi,Presbytis_thomasi,Presbytis_thomasi,ET,18132,0,0,0,0,0,0,40,0,40,20,0,0,100,Arboreal,6690,Herbivore,OmnHerbFrugSeed
523,M_443,Primates,Cercopithecidae,Procolobus,Procolobus verus,Cercopithecidae,Procolobus,Procolobus verus,Procolobus_verus,Procolobus_verus,ET,18245,0,0,0,0,0,0,10,0,10,80,0,0,100,Arboreal,4000,Herbivore,Herbivore
529,M_653,Primates,Lemuridae,Prolemur,Prolemur simus,Lemuridae,Prolemur,Prolemur simus,Prolemur_simus,Prolemur_simus,ET,9674,0,0,0,0,0,0,10,0,0,90,0,0,100,Arboreal,2030.41,Herbivore,Herbivore
530,M_448,Primates,Indriidae,Propithecus,Propithecus coquereli,Indriidae,Propithecus,Propithecus coquereli,Propithecus_coquereli,Propithecus_coquereli,ET,18355,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,4189.27,Herbivore,OmnHerbFrugSeed
531,M_449,Primates,Indriidae,Propithecus,Propithecus deckenii,Indriidae,Propithecus,Propithecus deckenii,Propithecus_deckenii,Propithecus_deckenii,ET,18357,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,4000,Herbivore,OmnHerbFrugSeed
532,M_450,Primates,Indriidae,Propithecus,Propithecus diadema,Indriidae,Propithecus,Propithecus diadema,Propithecus_diadema,Propithecus_diadema,ET,18358,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,7500,Herbivore,OmnHerbFrugSeed
533,M_451,Primates,Indriidae,Propithecus,Propithecus edwardsi,Indriidae,Propithecus,Propithecus edwardsi,Propithecus_edwardsi,Propithecus_edwardsi,ET,18359,0,0,0,0,0,0,40,0,10,50,0,0,100,Arboreal,6573.27,Herbivore,OmnHerbFrugSeed
534,M_452,Primates,Indriidae,Propithecus,Propithecus tattersalli,Indriidae,Propithecus,Propithecus tattersalli,Propithecus_tattersalli,Propithecus_tattersalli,ET,18352,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,3500,Herbivore,OmnHerbFrugSeed
535,M_453,Primates,Indriidae,Propithecus,Propithecus verreauxi,Indriidae,Propithecus,Propithecus verreauxi,Propithecus_verreauxi,Propithecus_verreauxi,ET,18354,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,3480,Herbivore,OmnHerbFrugSeed
543,M_619,Primates,Cercopithecidae,Pygathrix,Pygathrix nemaeus,Cercopithecidae,Pygathrix,Pygathrix nemaeus,Pygathrix_nemaeus,Pygathrix_nemaeus,ET,39826,0,0,0,0,0,0,20,0,0,80,0,0,100,Arboreal,8310,Herbivore,Herbivore
562,M_473,Primates,Cercopithecidae,Rhinopithecus,Rhinopithecus bieti,Cercopithecidae,Rhinopithecus,Rhinopithecus bieti,Rhinopithecus_bieti,Rhinopithecus_bieti,ET,19597,0,0,0,0,0,0,0,0,0,100,0,0,100,Arboreal,11000.54,Herbivore,Herbivore
570,M_481,Primates,Callitrichidae,Saguinus,Saguinus fuscicollis,Callitrichidae,Leontocebus,Leontocebus fuscicollis,Saguinus_fuscicollis,Leontocebus_fuscicollis,ET,160885500,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,386.9991,Omnivore,OmnHerbFrugSeed
571,M_482,Primates,Callitrichidae,Saguinus,Saguinus geoffroyi,Callitrichidae,Saguinus,Saguinus geoffroyi,Saguinus_geoffroyi,Saguinus_geoffroyi,ET,41522,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,486.4968,Omnivore,OmnHerbFrugSeed
572,M_483,Primates,Callitrichidae,Saguinus,Saguinus imperator,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator,Saguinus_imperator,ET,39948,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,400,Omnivore,OmnHerbFrugSeed
573,M_484,Primates,Callitrichidae,Saguinus,Saguinus labiatus,Callitrichidae,Saguinus,Saguinus labiatus,Saguinus_labiatus,Saguinus_labiatus,ET,41524,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,575.0029,Omnivore,OmnHerbFrugSeed
574,M_485,Primates,Callitrichidae,Saguinus,Saguinus leucopus,Callitrichidae,Saguinus,Saguinus leucopus,Saguinus_leucopus,Saguinus_leucopus,ET,19819,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,439.9973,Omnivore,OmnHerbFrugSeed
575,M_486,Primates,Callitrichidae,Saguinus,Saguinus melanoleucus,Callitrichidae,Leontocebus,Leontocebus weddelli,Saguinus_melanoleucus,Leontocebus_weddelli,ET,135429,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,462.1291,Omnivore,OmnHerbFrugSeed
576,M_487,Primates,Callitrichidae,Saguinus,Saguinus midas,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas,Saguinus_midas,ET,41525,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,539.9953,Omnivore,OmnHerbFrugSeed
577,M_488,Primates,Callitrichidae,Saguinus,Saguinus mystax,Callitrichidae,Saguinus,Saguinus mystax,Saguinus_mystax,Saguinus_mystax,ET,41526,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,618.0022,Omnivore,OmnHerbFrugSeed
578,M_489,Primates,Callitrichidae,Saguinus,Saguinus niger,Callitrichidae,Saguinus,Saguinus niger,Saguinus_niger,Saguinus_niger,ET,160901052,10,0,0,0,20,0,30,20,0,20,20,30,70,Arboreal,462.1291,Omnivore,OmnHerbFrugSeed
579,M_490,Primates,Callitrichidae,Saguinus,Saguinus nigricollis,Callitrichidae,Leontocebus,Leontocebus nigricollis,Saguinus_nigricollis,Leontocebus_nigricollis,ET,39945,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,461.9979,Omnivore,OmnHerbFrugSeed
580,M_491,Primates,Callitrichidae,Saguinus,Saguinus oedipus,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus,Saguinus_oedipus,ET,19823,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,430.0015,Omnivore,OmnHerbFrugSeed
581,M_492,Primates,Callitrichidae,Saguinus,Saguinus pileatus,Callitrichidae,Saguinus,Saguinus mystax,Saguinus_pileatus,Saguinus_mystax,ET,NA,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,462.1291,Omnivore,OmnHerbFrugSeed
582,M_493,Primates,Cebidae,Saimiri,Saimiri boliviensis,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis,Saimiri_boliviensis,ET,41536,20,0,0,0,20,0,20,0,20,20,20,40,60,Arboreal,615.0069,Omnivore,OmnHerbFrugSeed
583,M_494,Primates,Cebidae,Saimiri,Saimiri oerstedii,Cebidae,Saimiri,Saimiri oerstedii,Saimiri_oerstedii,Saimiri_oerstedii,ET,19836,20,0,0,0,20,0,20,0,20,20,20,40,60,Arboreal,278.5,Omnivore,OmnHerbFrugSeed
584,M_495,Primates,Cebidae,Saimiri,Saimiri sciureus,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus,Saimiri_sciureus,ET,43968,20,0,0,0,20,0,20,0,20,20,20,40,60,Arboreal,743.2416,Omnivore,OmnHerbFrugSeed
591,M_500,Primates,Cercopithecidae,Semnopithecus,Semnopithecus ajax,Cercopithecidae,Semnopithecus,Semnopithecus ajax,Semnopithecus_ajax,Semnopithecus_ajax,ET,39833,0,0,0,0,0,0,20,0,10,70,0,0,100,Semiarboreal,10752,Herbivore,OmnHerbFrugSeed
592,M_501,Primates,Cercopithecidae,Semnopithecus,Semnopithecus dussumieri,Cercopithecidae,Semnopithecus,Semnopithecus hypoleucos,Semnopithecus_dussumieri,Semnopithecus_dussumieri,ET,39835,0,0,0,0,0,0,10,0,10,80,0,0,100,Semiarboreal,10752,Herbivore,Herbivore
593,M_502,Primates,Cercopithecidae,Semnopithecus,Semnopithecus entellus,Cercopithecidae,Semnopithecus,Semnopithecus entellus,Semnopithecus_entellus,Semnopithecus_entellus,ET,39832,0,0,0,0,0,0,10,0,0,90,0,0,100,Semiarboreal,11529.83,Herbivore,Herbivore
594,M_503,Primates,Cercopithecidae,Semnopithecus,Semnopithecus hector,Cercopithecidae,Semnopithecus,Semnopithecus hector,Semnopithecus_hector,Semnopithecus_hector,ET,39837,0,0,0,0,0,0,20,0,10,70,0,0,100,Semiarboreal,10752,Herbivore,OmnHerbFrugSeed
595,M_504,Primates,Cercopithecidae,Semnopithecus,Semnopithecus schistaceus,Cercopithecidae,Semnopithecus,Semnopithecus schistaceus,Semnopithecus_schistaceus,Semnopithecus_schistaceus,ET,39840,0,0,0,0,0,0,10,0,10,80,0,0,100,Semiarboreal,10752,Herbivore,Herbivore
598,M_507,Primates,Cercopithecidae,Simias,Simias concolor,Cercopithecidae,Simias,Simias concolor,Simias_concolor,Simias_concolor,ET,20229,0,0,0,0,0,0,10,0,10,80,0,0,100,Arboreal,7393.9,Herbivore,Herbivore
618,M_520,Primates,Hylobatidae,Symphalangus,Symphalangus syndactylus,Hylobatidae,Symphalangus,Symphalangus syndactylus,Symphalangus_syndactylus,Symphalangus_syndactylus,ET,39779,10,0,0,0,0,0,80,0,0,10,0,10,90,Arboreal,10839,Herbivore,OmnHerbFrugSeed
635,M_536,Primates,Tarsiidae,Tarsius,Tarsius bancanus,Tarsiidae,Cephalopachus,Cephalopachus bancanus,Tarsius_bancanus,Tarsius_bancanus,ET,21488,100,0,0,0,0,0,0,0,0,0,0,100,0,Arboreal,94.25,Carnivore,Insectivore
636,M_624,Primates,Tarsiidae,Tarsius,Tarsius sangirensis,Tarsiidae,Tarsius,Tarsius sangirensis,Tarsius_sangirensis,Tarsius_sangirensis,ET,21493,100,0,0,0,0,0,0,0,0,0,0,100,0,Arboreal,165,Carnivore,Insectivore
637,M_537,Primates,Tarsiidae,Tarsius,Tarsius tarsier,Tarsiidae,Tarsius,Tarsius tarsier,Tarsius_tarsier,Tarsius_tarsier,ET,162369551,100,0,0,0,0,0,0,0,0,0,0,100,0,Arboreal,168.04,Carnivore,Insectivore
644,M_544,Primates,Cercopithecidae,Theropithecus,Theropithecus gelada,Cercopithecidae,Theropithecus,Theropithecus gelada,Theropithecus_gelada,Theropithecus_gelada,ET,21744,0,0,0,0,0,0,0,0,0,100,0,0,100,Terrestrial,17049.83,Herbivore,Herbivore
650,M_550,Primates,Cercopithecidae,Trachypithecus,Trachypithecus auratus,Cercopithecidae,Trachypithecus,Trachypithecus auratus,Trachypithecus_auratus,Trachypithecus_auratus,ET,39848,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,7100,Herbivore,OmnHerbFrugSeed
651,M_551,Primates,Cercopithecidae,Trachypithecus,Trachypithecus geei,Cercopithecidae,Trachypithecus,Trachypithecus geei,Trachypithecus_geei,Trachypithecus_geei,ET,22037,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,8350,Herbivore,OmnHerbFrugSeed
652,M_552,Primates,Cercopithecidae,Trachypithecus,Trachypithecus johnii,Cercopithecidae,Semnopithecus,Semnopithecus johnii,Trachypithecus_johnii,Trachypithecus_johnii,ET,44694,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,11921,Herbivore,OmnHerbFrugSeed
653,M_553,Primates,Cercopithecidae,Trachypithecus,Trachypithecus obscurus,Cercopithecidae,Trachypithecus,Trachypithecus obscurus,Trachypithecus_obscurus,Trachypithecus_obscurus,ET,22039,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,6420,Herbivore,OmnHerbFrugSeed
654,M_554,Primates,Cercopithecidae,Trachypithecus,Trachypithecus phayrei,Cercopithecidae,Trachypithecus,Trachypithecus phayrei,Trachypithecus_phayrei,Trachypithecus_phayrei,ET,175862145,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,8400,Herbivore,OmnHerbFrugSeed
655,M_555,Primates,Cercopithecidae,Trachypithecus,Trachypithecus pileatus,Cercopithecidae,Trachypithecus,Trachypithecus pileatus,Trachypithecus_pileatus,Trachypithecus_pileatus,ET,22041,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,11450,Herbivore,OmnHerbFrugSeed
656,M_556,Primates,Cercopithecidae,Trachypithecus,Trachypithecus poliocephalus,Cercopithecidae,Trachypithecus,Trachypithecus poliocephalus,Trachypithecus_poliocephalus,Trachypithecus_poliocephalus,ET,22045,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,8516.46,Herbivore,OmnHerbFrugSeed
657,M_557,Primates,Cercopithecidae,Trachypithecus,Trachypithecus vetulus,Cercopithecidae,Semnopithecus,Semnopithecus vetulus,Trachypithecus_vetulus,Trachypithecus_vetulus,ET,22042,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,8830,Herbivore,OmnHerbFrugSeed
671,M_567,Primates,Lemuridae,Varecia,Varecia rubra,Lemuridae,Varecia,Varecia rubra,Varecia_rubra,Varecia_rubra,ET,22920,0,0,0,0,0,0,90,0,0,10,0,0,100,Arboreal,3872.6,Herbivore,Frugivore
672,M_568,Primates,Lemuridae,Varecia,Varecia variegata,Lemuridae,Varecia,Varecia variegata,Varecia_variegata,Varecia_variegata,ET,22918,0,0,0,0,0,0,100,0,0,0,0,0,100,Arboreal,3850,Herbivore,Frugivore
685,M_688,Primates,Pitheciidae,Callicebus,Callicebus moloch,Pitheciidae,Plecturocebus,Plecturocebus moloch,Callicebus_moloch,Callicebus_moloch,ET,41556,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,854.7320715,Omnivore,OmnHerbFrugSeed
686,M_689,Primates,Callitrichidae,Saguinus,Saguinus tripartitus,Callitrichidae,Leontocebus,Leontocebus tripartitus,Saguinus_tripartitus,Leontocebus_tripartitus,ET,19824,40,0,0,0,0,0,30,30,0,0,0,40,60,Arboreal,393.4957083,Omnivore,OmnHerbFrugSeed
695,M_698,Primates,Callitrichidae,Callithrix,Callithrix humeralifera,Callitrichidae,Mico,Mico humeralifer,Callithrix_humeralifera,Mico_humeralifer,ET,41521,20,0,0,0,20,0,60,0,0,0,20,40,60,Arboreal,374.99,Omnivore,OmnHerbFrugSeed
696,M_699,Primates,Pitheciidae,Callicebus,Callicebus hoffmannsi,Pitheciidae,Plecturocebus,Plecturocebus hoffmannsi,Callicebus_hoffmannsi,Callicebus_hoffmannsi,ET,41559,20,0,0,0,0,0,50,0,0,30,0,20,80,Arboreal,992.4074138,Omnivore,OmnHerbFrugSeed
699,M_702,Primates,Aotidae,Aotus,Aotus trivirgatus,Aotidae,Aotus,Aotus trivirgatus,Aotus_trivirgatus,Aotus_trivirgatus,ET,41543,20,0,0,0,10,0,20,10,20,20,10,30,70,Arboreal,899.9947996,Omnivore,OmnHerbFrugSeed
703,M_706,Primates,Cebidae,Sapajus,Sapajus macrocephalus,Cebidae,Sapajus,Sapajus macrocephalus,NA,Sapajus_macrocephalus,ET,172351505,20,0,0,0,10,0,40,20,0,10,10,30,70,Arboreal,2687.213984,Omnivore,OmnHerbFrugSeed
747,M_751,Primates,Cercopithecidae,Cercocebus,Cercocebus sanjei,Cercopithecidae,Cercocebus,Cercocebus sanjei,NA,Cercocebus_sanjei,ET,4203,0,0,0,0,0,0,70,0,0,30,0,0,100,Arboreal,8000,Herbivore,Frugivore
753,M_757,Primates,Lorisidae,Nycticebus,Nycticebus javanicus,Lorisidae,Nycticebus,Nycticebus javanicus,NA,Nycticebus_javanicus,ET,39758,40,30,10,0,0,0,20,0,0,0,40,80,20,Arboreal,1137.36,Omnivore,Insectivore
754,M_758,Primates,Lorisidae,Arctocebus,Arctocebus calabarensis,Lorisidae,Arctocebus,Arctocebus calabarensis,NA,Arctocebus_calabarensis,ET,2054,70,0,0,0,0,0,30,0,0,0,0,70,30,Arboreal,210.000341,Omnivore,Insectivore
755,M_759,Primates,Galagidae,Galago,Galago matschiei,Galagidae,Galago,Galago matschiei,NA,Galago_matschiei,ET,8787,40,0,0,0,0,0,0,60,0,0,0,40,60,Arboreal,210.000341,Omnivore,OmnHerbFrugSeed
756,M_760,Primates,Lorisidae,Loris,Loris lydekkerianus,Lorisidae,Loris,Loris lydekkerianus,NA,Loris_lydekkerianus,ET,44722,100,0,0,0,0,0,0,0,0,0,0,100,0,Arboreal,254.06,Carnivore,Insectivore
757,M_761,Primates,Lorisidae,Loris,Loris tardigradus,Lorisidae,Loris,Loris tardigradus,NA,Loris_tardigradus,ET,12375,70,0,0,0,10,0,10,0,0,10,10,80,20,Arboreal,227.674625,Omnivore,Insectivore
758,M_762,Primates,Lorisidae,Nycticebus,Nycticebus bengalensis,Lorisidae,Nycticebus,Nycticebus bengalensis,NA,Nycticebus_bengalensis,ET,39758,40,30,10,0,0,0,20,0,0,0,40,80,20,Arboreal,1137.36,Omnivore,Insectivore
763,M_767,Primates,Cercopithecidae,Macaca,Macaca pagensis,Cercopithecidae,Macaca,Macaca pagensis,NA,Macaca_pagensis,ET,39794,10,0,0,0,0,0,60,0,10,20,0,10,90,Semiarboreal,4534.66,Herbivore,Frugivore
764,M_768,Primates,Cercopithecidae,Macaca,Macaca siberu,Cercopithecidae,Macaca,Macaca siberu,NA,Macaca_siberu,ET,39795,10,0,0,0,0,0,60,0,10,20,0,10,90,Semiarboreal,5786.96,Herbivore,OmnHerbFrugSeed
765,M_769,Primates,Cercopithecidae,Presbytis,Presbytis siberu,Cercopithecidae,Presbytis,Presbytis siberu,NA,NA,ET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arboreal,6450,Herbivore,OmnHerbFrugSeed
773,M_777,Primates,Indriidae,Propithecus,Propithecus coronatus,Indriidae,Propithecus,Propithecus coronatus,NA,Propithecus_coronatus,ET,18356,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,4189.27,Herbivore,Herbivore
778,M_782,Primates,Indriidae,Propithecus,Propithecus candidus,Indriidae,Propithecus,Propithecus candidus,NA,Propithecus_candidus,ET,18360,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,4189.27,Herbivore,Herbivore
779,M_783,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus ravus,Cheirogaleidae,Cheirogaleus,Cheirogaleus ravus,NA,Cheirogaleus_ravus,ET,41577,10,0,0,0,0,0,50,0,0,40,0,10,90,Arboreal,285.3944639,Herbivore,Frugivore
781,M_785,Primates,Cercopithecidae,Rhinopithecus,Rhinopithecus roxellana,Cercopithecidae,Rhinopithecus,Rhinopithecus roxellana,NA,Rhinopithecus_roxellana,ET,19596,0,0,0,0,0,0,10,0,10,80,0,0,100,Arboreal,13456.8,Herbivore,Herbivore
822,M_826,Primates,Cercopithecidae,Miopithecus,Miopithecus talapoin,Cercopithecidae,Miopithecus,Miopithecus talapoin,NA,Miopithecus_talapoin,ET,13572,50,0,0,0,0,0,50,0,0,0,0,50,50,Arboreal,1249.999963,Omnivore,
838,M_842,Primates,Lepilemuridae,Lepilemur,Lepilemur sahamalaza,Lepilemuridae,Lepilemur,Lepilemur sahamalazensis,NA,Lepilemur_sahamalazensis,from congeneric species,136645,0,0,0,0,0,0,0,0,0,100,0,0,100,Arboreal,709,Herbivore,
857,M_862,Primates,Cheirogaleidae,Phaner,Phaner furcifer,Cheirogaleidae,Phaner,Phaner furcifer,NA,Phaner_furcifer,ET,16872,0,0,0,0,0,0,0,100,0,0,0,0,100,Arboreal,400,Herbivore,
876,M_881,Primates,Indriidae,Avahi,Avahi meridionalis,Indriidae,Avahi,Avahi meridionalis,NA,Avahi_meridionalis,Congeneric average,136369,0,0,0,0,0,0,0,0,0,100,0,0,100,Arboreal,848.53,Herbivore,
877,M_882,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus thomasi,Cheirogaleidae,Cheirogaleus,Cheirogaleus thomasi,NA,NA,Congeneric average,163022885,10,0,0,0,0,0,50,0,0,40,0,10,90,Arboreal,285.39,Herbivore,
878,M_883,Primates,Cheirogaleidae,Microcebus,Microcebus tanosi,Cheirogaleidae,Microcebus,Microcebus tanosi,NA,Microcebus_tanosi,Congeneric average,163024481,20,0,20,0,0,0,30,10,0,20,20,40,60,Arboreal,49.06,Omnivore,
885,M_890,Primates,Hylobatidae,Hoolock,Hoolock tianxing,Hylobatidae,Hoolock,Hoolock tianxing,NA,NA,ET,118355648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arboreal,NA,Herbivore,
892,M_897,Primates,Hylobatidae,Hylobates,Hylobates albibarbis,Hylobatidae,Hylobates,Hylobates albibarbis,NA,Hylobates_albibarbis,ET,39879,0,0,0,0,0,0,70,0,0,30,0,0,100,Arboreal,5692.08,Herbivore,
964,M_970,Primates,Cercopithecidae,Macaca,Macaca maura,Cercopithecidae,Macaca,Macaca maura,NA,Macaca_maura,ET,12553,10,0,0,0,0,0,30,0,20,40,0,10,90,Terrestrial,7300,Herbivore,
965,M_971,Primates,Lepilemuridae,Lepilemur,Lepilemur fleuretae,Lepilemuridae,Lepilemur,Lepilemur fleuretae,NA,Lepilemur_fleuretae,ET,136263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,NA,Herbivore,
966,M_972,Primates,Lemuridae,Hapalemur,Hapalemur meridionalis,Lemuridae,Hapalemur,Hapalemur meridionalis,NA,Hapalemur_meridionalis,ET,136384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,NA,Herbivore,
987,M_993,Primates,Pitheciidae,Callicebus,Callicebus coimbrai,Pitheciidae,Callicebus,Callicebus coimbrai,NA,Callicebus_coimbrai,ET,39954,20,0,0,0,0,0,50,0,0,30,0,20,80,Terrestrial,1011.32,Omnivore,
999,M_1006,Primates,Cebidae,Cebus,Cebus yuracus,Cebidae,Cebus,Cebus yuracus,NA,NA,From C. capuchinus,NA,20,0,0,0,10,0,20,10,20,20,10,30,70,Semiarboreal,2733.317,Omnivore,
1000,M_1007,Primates,Pitheciidae,Pithecia,Pithecia napensis,Pitheciidae,Pithecia,Pithecia napensis,NA,Pithecia_napensis,ET,NA,0,30,0,0,0,0,30,10,0,30,30,30,70,Arboreal,1929.9,Omnivore,
1020,M_1027,Primates,Cheirogaleidae,Microcebus,Microcebus sambiranensis,Primates,Microcebus,Microcebus sambiranensis,NA,NA,Congeneric average,41572,20,0,20,0,0,0,30,10,0,20,40,40,60,Arboreal,49.06,Omnivore,
1051,M_1060,Primates,Cheirogaleidae,Mirza,Mirza zaza,Cheirogaleidae,Mirza,Mirza zaza,NA,Mirza_zaza,From M. coquereli,136684,60,0,0,0,10,0,10,0,10,10,10,70,30,Arboreal,308,Omnivore,
1055,M_1064,Primates,Cheirogaleidae,Microcebus,Microcebus simmonsi,Cheirogaleidae,Microcebus,Microcebus simmonsi,NA,Microcebus_simmonsi,Congeneric average,163314538,20,0,20,0,0,0,30,10,0,20,20,40,60,Arboreal,49.06,Omnivore,
1058,M_1067,Primates,Cebidae,Saimiri,Saimiri ustus,Cebidae,Saimiri,Saimiri ustus,NA,Saimiri_ustus,ET,41538,20,0,0,0,20,0,20,0,20,20,20,40,60,Arboreal,1000,Omnivore,
1074,M_1084,Primates,Cercopithecidae,Trachypithecus,Trachypithecus francoisi,Cercopithecidae,Trachypithecus,Trachypithecus francoisi,NA,Trachypithecus_francoisi,ET,39853,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,7325,Herbivore,
